,0,1,2,3,4,5,6,7,8
6198,878.11,83,0,6,0,7,69,37,133.34
6199,881.82,82,0,4,0,6,72.05,38,210.69
6200,910.8,82,0.29,7,0.38,8,58.82,33,211.72
6201,940.8,82,0,6,0,7,69.64,36,148.54
6202,949.21,80,0,5,0,6,73.14,37,240.51
6203,986.63,70,0,7,0,7,58.94,32,181.19
6204,1002.01,71,0,7,0,6,64.71,38,149.25
6205,1034.8,70,0,4,0,7,71.97,37,247.76
6206,909.25,71,0.14,7,0,7,59.55,31,224.2
6207,871.72,76,0,6,0,6,65.11,37,166.95
6208,887.74,77,0,5,0,6,73.05,38,229.1
6209,881.71,80,0,7,0.62,8,59.61,33,238.76
6210,857.87,85,0,7,0,6,69.7,37,150.97
6211,887.58,85,0,4,0,8,74.24,38,180.43
6212,824.7,87,0.43,7,0.43,7,61.94,34,188.22
6213,854.55,87,0,6,0,6,72.55,38,138.76
6214,874.5,88,0,4,0,6,80.41,39,234.19
6215,910.43,86,0,6,0.38,8,64.06,33,233.9
6216,929.62,87,0,6,0,7,72.95,37,150.12
6217,970.43,86,0,5,0,7,77.51,37,242.59
6218,977.78,86,0.14,7,0.25,8,65.68,34,242.02
6219,1005.41,86,0,6,0,7,74.31,39,181.98
6220,1047.22,85,0,5,0,6,79.59,39,291.35
6221,1077.22,85,0.14,7,0,7,65.65,34,286.78
6222,1107.13,85,0,6,0,6,76.46,37,177.59
6223,1117.2,81,0,4,0,7,82.26,38,248.11
6224,1175.24,71,0,7,0,7,63.81,32,198.87
6225,1121.79,76,0,6,0,6,72.58,36,136.85
6226,1093.41,76,0.29,7,0,6,76.79,38,174.87
6227,1003.12,78,0.25,8,0,7,57.38,32,159.09
6228,982.06,82,0,7,0,7,67.14,36,128.45
6229,995.76,80,0,4,0,7,72.66,38,200.65
6230,1025.76,80,0,7,0,7,60.09,34,219.18
6231,1055.67,80,0,7,0,7,70.76,38,164.86
6232,1085.67,80,0,4,0,7,77.55,40,235.26
6233,994.35,82,0.29,7,0.25,8,63.15,34,258.55
6234,952.73,88,0,6,0,7,73.41,37,158.03
6235,958.92,84,0,3,0,7,77.89,37,213.9
6236,1009.47,77,0.14,7,0,7,63,32,197.04
6237,1039.47,77,0,7,0,6,71.78,36,164.7
6238,1059.87,76,0,3,0,6,76.76,38,232.61
6239,1046.39,79,0,7,0,7,62.32,34,214.39
6240,1036.22,82,0,7,0,7,71.38,39,175.4
6241,1041.38,84,0,6,0,7,77.37,41,241.29
6242,1052.41,83,0.38,8,0.29,7,64.94,34,242.09
6243,1065.18,84,0,6,0,6,75.57,37,140.84
6244,1094.88,84,0,4,0,6,82.16,38,204.02
6245,1088.45,84,0,7,0,7,64.85,34,217.57
6246,1118.27,84,0,6,0,7,76.03,37,152.45
6247,1148.17,84,1.86,7,0,7,80.79,39,231.63
6248,1110.81,84,8.75,12,0.25,8,62.24,33,226.69
6249,1127.41,85,0,6,0,7,73.42,36,148.02
6250,1122.25,83,0,4,0,6,75.49,37,247.55
6251,1138.2,84,0.25,8,0,7,61.81,31,234.98
6252,1154.46,85,0,6,0,7,68.78,36,142.39
6253,1184.46,85,0,4,0,7,74,38,228.25
6254,1211.17,80,0.14,7,0.14,7,56.66,32,202.49
6255,1165.52,85,0,6,0,6,64.43,37,139.18
6256,1181.93,86,0,5,0,6,70.05,37,229
6257,1138.46,79,0,7,0.38,8,56.47,32,179.16
6258,1149.26,80,0,6,0,7,64.46,37,154.8
6259,1128.3,79,0,5,0,6,71.26,39,195.48
6260,1087.84,81,0.29,7,0,7,58.59,34,205.47
6261,1117.67,81,0,6,0,7,70.95,37,147.81
6262,1134.02,82,0,5,0,8,74.66,38,233.67
6263,1164.02,82,0.38,8,0,7,63.19,32,244.61
6264,1193.88,82,0,7,0,6,70.24,37,159.62
6265,1196.12,81,0,4,0,6,77.26,38,219.24
6266,1205.23,81,0.14,7,0.38,8,59.41,32,220.22
6267,1218.32,82,0,6,0,6,66.81,37,158.67
6268,1248.32,82,0,5,0,7,70.58,38,222.02
6269,1231.67,82,0,7,0.38,8,56.94,33,220.74
6270,1217.35,85,0,7,0,7,68.53,36,154.1
6271,1204.91,88,11.27,11,0,6,74.05,38,242.16
6272,1220.9,89,13.64,14,0.14,7,60.45,33,231.23
6273,1250.9,89,25.15,20,0,6,70.51,37,197.76
6274,1280.9,89,42.92,24,0,7,74.55,38,288.74
6275,1212.84,85,50.68,28,0,7,61.38,34,238.06
6276,1198.33,88,33.23,22,0,6,72.89,37,158.84
6277,1180.35,82,12.82,17,0,7,78.13,39,231.65
6278,1149.06,79,2.25,12,0.38,8,64.21,34,177.5
6279,1177.75,79,0,7,0,6,76.16,37,145.55
6280,1211.2,75,0,4,0,7,81.46,39,199
6281,1253.39,72,0,7,0.14,7,63.12,33,190.39
6282,1278.35,72,0,7,0,7,69.79,38,153.74
6283,1261.83,71,0,3,0,7,74.63,38,225.64
6284,1291.83,71,0.14,7,0.25,8,66.94,35,255.24
6285,1303.47,72,0,6,0,7,75.47,40,176.35
6286,1351.83,71,0,5,0,7,79.41,41,239.2
6287,1362.4,72,0,7,0.29,7,72.31,35,217.62
6288,1411.59,71,0,6,0,7,83.34,38,169.35
6289,1394.69,67,0,4,0,7,85.31,39,239.15
6290,1471.54,61,0,7,0.25,8,70.67,33,220.53
6291,1501.44,61,0,6,0,7,78.97,37,159.53
6292,1468.88,60,0,5,0,7,80.47,38,212.02
6293,1540.82,57,0.14,7,0,7,62.39,33,214.84
6294,1542.48,58,0,6,0,6,71.89,37,151.22
6295,1509.16,58,0,5,0,7,77.55,38,202.43
6296,1538.6,58,0,7,0.38,8,64.18,34,206.38
6297,1568.53,58,0,7,0,7,75.5,38,159.85
6298,1598.53,58,0,4,0,6,81.15,40,246.44
6299,1591.72,57,0.29,7,0,7,69.24,34,251.21
6300,1621.68,57,0,6,0,7,79.19,37,149.48
6301,1626.63,54,0,4,0,7,85.18,38,191.43
6302,1575.98,54,0,7,0.25,8,67.73,33,191.87
6303,1441.72,60,0,6,0,7,77,37,121.94
6304,1301.28,57,0,3,0,7,79,38,177.34
6305,1194.08,60,0,7,0.14,7,63.41,32,168.37
6306,1112.74,66,0,6,0,6,70.27,37,125.27
6307,1142.17,66,0,4,0,7,76.26,38,188.14
6308,1028.65,65,0,7,0,7,61.26,31,162.08
6309,979.27,70,0,6,0,6,68.06,36,108.28
6310,941.41,70,0,5,0,7,73.29,38,161.26
6311,971.4,70,0,6,0.14,7,59.15,33,168.27
6312,1000.83,70,0,6,0,6,67.24,38,115.24
6313,1030.83,70,0,4,0,7,73.67,40,138.89
6314,971.34,71,0.12,8,0,7,68.22,37,140.65
6315,933.93,76,0,6,0,7,80.59,41,113.66
6316,911.58,80,3.6,10,0,8,89.48,42,134.68
6317,855.96,82,12.6,15,0.12,8,80.46,35,141.98
6318,825.41,88,27.19,21,0,6,93.43,37,121
6319,775.09,86,45.96,25,0,6,95.92,39,153.82
6320,757.68,82,44.46,26,0,7,74.39,33,144.59
6321,748.24,86,26.05,21,0,6,84.17,36,90.34
6322,691.8,81,10.4,15,0,7,86.03,38,141.31
6323,710.82,73,2.22,9,0.25,8,63.71,31,112.19
6324,737.74,73,0,6,0,7,70.36,36,79.56
6325,765.64,73,0,5,0,6,73.58,38,136.58
6326,733.14,72,0.14,7,0,7,57.81,31,156.47
6327,752.41,73,0,6,0,7,64.94,36,120.61
6328,792.86,72,0.57,7,0,7,68.81,37,140.25
6329,822.86,72,4.75,8,0.29,7,55.66,32,169.14
6330,852.15,72,13.57,14,0,6,65.17,36,131.74
6331,870.32,73,30.94,17,0,7,71.37,38,197.05
6332,804.18,74,40.55,22,0,7,62.85,34,204.93
6333,780.48,79,18,17,0,6,69.17,40,144.65
6334,727.55,82,3.79,14,0,6,77.14,42,168.72
6335,738.72,81,1.09,11,0,7,68.32,34,148.53
6336,759.35,82,0,7,0,7,78.49,37,105.7
6337,766.76,78,0,4,0,7,84.76,38,163.11
6338,796.76,78,0,6,0.25,8,66.12,32,165.39
6339,826.76,78,5.45,11,0,6,73.14,37,136.76
6340,856.76,78,20.47,15,0,7,78.13,39,220.75
6341,875.53,79,33.9,21,0,7,60.31,32,228.68
6342,913.51,78,30.95,21,0,6,68.75,36,174.7
6343,928.65,79,42.08,25,0,6,73.92,38,255.23
6344,872.98,82,57.06,31,0,7,58.44,32,250.36
6345,861.07,86,41.85,26,0,6,68.14,36,223.49
6346,887.39,85,22.27,22,0,6,74.42,38,239.05
6347,920.67,79,5.29,17,0,7,58.97,32,184.9
6348,950.2,79,1.36,11,0,7,66.65,37,130.18
6349,988.16,75,0,5,0,6,73.84,38,184.2
6350,1025.97,73,0,5,0,7,58.71,31,203.35
6351,1041.57,74,0,6,0,6,64.22,37,154.77
6352,1085.84,73,0.75,4,0,6,70.22,37,240.15
6353,1115.84,73,8.4,10,0.25,8,55.84,32,245.71
6354,1145.84,73,18.73,15,0,7,63.46,37,225.14
6355,1175.84,73,33.4,20,0,7,69.85,39,336.53
6356,1205.84,73,46.69,26,0.25,8,57.59,32,349.72
6357,1232.55,73,60.69,32,0,6,67.36,36,203.33
6358,1174.75,72,71.87,30,0,6,71.59,37,265.32
6359,1030.87,71,46.08,24,0,7,59.9,31,181.04
6360,976.56,77,19.32,19,0,6,67.06,36,119.16
6361,939.49,80,5.42,12,0,6,70.49,37,180.81
6362,936.2,82,2.8,10,0,7,63.61,33,171.67
6363,951.64,83,0,7,0,7,69.21,39,103.05
6364,923.14,85,0,5,0,6,76.68,41,160.9
6365,923.01,81,0.25,8,0,7,65.38,34,158.34
6366,926.22,83,4.1,10,0,6,78.06,36,129.21
6367,931.14,85,19,14,0,6,80.46,37,201.68
6368,950.28,86,31.95,20,0.38,8,64.5,32,207.6
6369,980.28,86,33.26,23,0,6,73.14,36,167.46
6370,1010.28,86,53.69,26,0,6,78.37,38,274
6371,1040.28,86,67.84,32,0,7,57.66,32,272.43
6372,1070.28,86,82.24,38,0,7,67.36,36,161.79
6373,1045.07,85,85.71,38,0,8,72.58,38,183.38
6374,887.59,80,66.52,33,0.12,8,61.21,34,114.51
6375,879.84,83,44,26,0,6,72,38,78.28
6376,821.08,85,26.48,21,0,6,78.7,40,104.44
6377,850.96,85,7.69,16,0,7,62.69,36,99.53
6378,878.34,85,0.91,11,0,7,76.61,38,84.67
6379,879.19,84,9.82,11,0,7,81.95,40,110.96
6380,895.86,85,23.75,16,0.14,7,66.91,33,133.58
6381,894.03,88,36.27,22,0,6,75.46,37,102.84
6382,914.03,87,52.11,27,0,6,79.87,39,175.78
6383,917.3,86,62.25,32,0.38,8,63.76,34,187.79
6384,915.73,89,76.5,38,0,7,73.5,38,131.59
6385,945.73,89,98.22,41,0,7,79.82,39,215.67
6386,914.71,89,85.16,38,0.43,7,62.36,33,169.33
6387,942.57,89,89.55,38,0,6,71.59,37,122.84
6388,936.96,84,95.33,39,0,6,76.78,37,184.69
6389,926.58,80,80.39,36,0.14,7,61.25,32,140.79
6390,931.61,82,62.68,28,0,6,70.39,36,107.68
6391,945.69,78,40.09,22,0,6,75.47,38,159.26
6392,985.93,72,14.88,16,0.38,8,63.84,31,134.76
6393,1014.49,72,1.5,12,0,7,69.03,37,101.62
6394,1047.96,71,3.57,7,0,8,76.32,38,131.79
6395,1062.99,72,0.29,7,0,7,61.24,33,159.22
6396,1091.99,72,0,6,0,6,71.59,37,130.84
6397,1099.21,71,0,4,0,7,75.35,40,198.43
6398,1126.28,71,0,7,0.38,8,60.7,33,204.67
6399,1154.69,71,0,6,0,7,72.31,36,160.82
6400,1145.31,71,2,8,0,6,77.89,38,227.7
6401,1184.17,69,13.43,14,0,7,60.69,32,238.86
6402,1213.67,69,27.32,19,0,6,69.39,36,165.5
6403,1243.67,69,32.71,17,0,7,74.53,38,219.16
6404,1204.81,68,6.45,11,0.38,8,56.56,32,170.42
6405,1117.89,75,0,6,0,7,66.47,36,103.56
6406,1067.69,75,0.67,6,0,7,72.29,38,169.83
6407,965.88,75,0.14,7,0,7,57.25,32,150.59
6408,967.04,77,0,6,0,7,65.46,37,118.11
6409,938.01,71,0,4,0,7,73.26,38,184.31
6410,991.19,67,0.38,8,0.38,8,56.97,32,187.32
6411,1021.19,67,0,7,0,6,62.76,38,126.82
6412,917.02,64,0,5,0,7,72.92,38,229.31
6413,768.57,58,0,7,0,7,56.31,32,166.34
6414,716.22,64,0,7,0,6,63.84,37,109.16
6415,719.48,65,0,4,0,8,72.08,38,136.72
6416,736.84,64,0.25,8,0.38,8,58.4,35,153.56
6417,711.32,69,0,7,0,7,69.41,39,124.35
6418,730.58,67,0,5,0,6,76.8,41,176.6
6419,749.14,66,0.14,7,0.12,8,65.11,36,187.69
6420,767.55,67,0,6,0,6,77.76,38,137.6
6421,767.79,66,0,4,0,7,85.36,39,192.14
6422,807.16,64,0.14,7,0.25,8,69.53,34,190.36
6423,824.28,65,3.4,10,0,7,81.3,37,148.03
6424,867.16,64,10.54,13,0,8,85.46,39,209.81
6425,899.16,63,21.71,17,0.14,7,67.91,34,205.49
6426,912.83,64,3.83,12,0,6,77.26,38,154.36
6427,950.19,58,0,8,0,8,80.74,38,199.4
6428,1081.94,49,0.29,7,0,7,72.77,35,172.47
6429,1087.82,50,0,6,0,6,83.46,39,135.51
6430,1159.28,47,0,6,0,6,86.15,40,168.42
6431,1189.28,47,0.14,7,0,7,72.62,34,193.64
6432,1219.28,47,0,7,0,7,82.46,37,146.1
6433,1205.09,47,0,5,0,7,82.76,38,194.68
6434,1215.76,46,0,7,0.29,7,65.21,33,203.22
6435,1118.43,51,0,7,0,6,75.81,36,153.57
6436,1098.96,52,0,5,0,6,76.89,37,221.9
6437,1086.35,54,0,6,0,7,59.44,32,223.87
6438,1076.54,56,0,6,0,7,68.81,36,164.61
6439,1067.93,58,0,4,0,7,73.66,38,258.73
6440,1061.63,57,0.25,8,0.38,8,60.12,34,285.4
6441,1091.63,57,0,6,0,6,69.51,39,187.53
6442,1074.04,54,0,4,0,6,75.95,39,258
6443,1108.98,53,0.43,7,0,6,65.63,35,257.19
6444,1138.66,53,0,6,0,6,79.49,37,179.41
6445,1245.35,49,0,4,0,6,84.21,39,258.29
6446,1153.02,47,0.14,7,0,7,69.18,34,228.83
6447,1042.28,53,0,6,0,7,80.73,37,177.93
6448,875.39,54,0,4,0,7,84.92,39,258.03
6449,824.47,57,0.43,7,0.12,8,67.94,34,246.81
6450,761.12,64,0,6,0,6,79.73,37,149.02
6451,790.64,64,0,4,0,6,82.62,39,219.72
6452,716.83,64,0.38,8,0,7,65.28,32,226.24
6453,688.88,69,0,6,0,7,72.22,37,156.14
6454,653.59,70,0,6,0,8,74.55,38,175.95
6455,682.94,70,0,7,0.25,8,61.03,32,185.89
6456,712.91,70,0,6,0,7,70.25,36,119.34
6457,722.69,72,0,3,0,8,75.03,38,131.91
6458,717.19,73,0.14,7,0.12,8,60.03,31,133.78
6459,689.38,79,0,6,0,7,65.59,37,92.74
6460,627.14,79,0,3,0,6,71.56,39,149.14
6461,679.29,70,0,7,0,7,60.26,34,133.02
6462,671.35,74,0,6,0,6,69.59,39,102.64
6463,670.71,72,0,4,0,6,78.8,40,146.76
6464,594.52,73,0,7,0.38,8,64.28,36,141.09
6465,594.39,76,0,7,0,6,80,37,103.81
6466,600.87,79,0,5,0,6,83.16,38,153.76
6467,630.67,79,0,7,0,7,66.7,33,171.77
6468,652.41,80,0,6,0,6,77.67,36,104.54
6469,668.06,77,0,3,0,7,79.24,37,168.55
6470,697.92,77,0,7,0.25,8,60.78,32,173.9
6471,727.92,77,0,6,0,7,67.92,37,133.81
6472,757.92,77,0,4,0,7,72.59,37,205.1
6473,787.56,77,0,7,0.25,8,63.71,35,200.91
6474,817.52,77,0,7,0,7,73.87,39,158.32
6475,842.95,76,0,5,0,6,80.44,41,215.78
6476,887.41,73,0,7,0,7,68.21,34,228.22
6477,917.25,73,0,6,0,7,78.97,37,168.15
6478,959.8,71,0,5,0,6,85.58,38,249.37
6479,1039.4,63,0,7,0.38,8,68.82,33,203.36
6480,1066.06,63,0,7,0,7,78.46,37,156.3
6481,1077.86,64,0,4,0,7,82.62,39,215.59
6482,1107.86,64,0,7,0.29,7,67.31,35,215.98
6483,1137.52,64,2.6,10,0,6,77.87,39,126.31
6484,1166.05,64,13.92,13,0,6,81.64,39,212.88
6485,1060.95,60,1.9,10,0,7,64.91,35,162.24
6486,988.74,66,0,6,0,7,79.53,36,136.51
6487,898.97,65,0,5,0,7,83.32,38,144.59
6488,791.15,65,0.14,7,0.43,7,64,32,147.56
6489,750.9,71,0,6,0,6,72.89,36,85.47
6490,720.03,77,0,3,0,6,77.08,38,128.62
6491,713.26,81,0,7,0,7,56.79,33,146.08
6492,743.22,81,0,7,0,7,67.56,36,89.7
6493,772.9,81,4,8,0,6,73.18,38,117.7
6494,707.02,81,6.9,10,0.38,8,58.09,32,108.19
6495,681.51,87,2.2,10,0,7,67.75,36,91.64
6496,672.76,92,9.75,12,0,6,73.92,38,137.44
6497,646.49,88,0.62,8,0,7,59.73,33,110.13
6498,673.89,88,3.45,11,0,6,69.62,37,94.09
6499,680.33,91,19.14,14,0,7,75.97,39,163
6500,686.23,92,33.25,20,0,7,63.26,34,172.92
6501,715.89,92,46.27,26,0,7,74.7,37,184.74
6502,737.52,91,60.25,32,0,7,77.45,38,264.78
6503,689.87,91,57.88,32,0.25,8,62.94,33,182.16
6504,704.38,93,38.5,26,0,6,69.87,38,108.73
6505,695.41,92,24.73,22,0,7,76.74,39,184.26
6506,706.51,84,7.47,15,0.12,8,59.36,33,146.54
6507,730.76,84,0.5,10,0,6,68.62,37,119.01
6508,692.99,82,0,5,0,6,75.76,38,158.1
6509,740.25,75,0,7,0,7,59.88,32,144.39
6510,769.15,75,0,6,0,7,65.18,38,122.81
6511,801.73,74,4.64,11,0,7,70.71,38,166.18
6512,785.49,78,17.88,16,0,7,58.62,32,182.76
6513,756.67,84,24.53,19,0,6,67.25,36,150.7
6514,701.34,83,16.69,16,0,6,72.84,38,197.3
6515,711.82,82,15.44,18,0,7,58.7,33,190.58
6516,741.39,82,30.26,23,0,7,69.32,37,153.03
6517,771.39,82,48.18,28,0,7,75.97,39,255.25
6518,799.65,81,56.67,30,0.25,8,59.76,33,252.2
6519,829.64,81,69.33,36,0,7,69.14,37,188.73
6520,827.32,77,79.53,34,0,7,76.74,38,226.94
6521,785.06,78,57.04,28,0.12,8,60.66,32,181.93
6522,793.5,80,26,22,0,6,69.64,36,123.22
6523,813.29,76,8.38,16,0,6,75,38,178.02
6524,798.42,74,1.64,11,0.14,7,58.24,34,146.55
6525,806.43,76,0,7,0,6,68.08,38,126.06
6526,841.1,73,0,6,0,6,72.66,41,207.71
6527,859.32,74,0.29,7,0,7,62.88,34,207.16
6528,901.1,73,0,6,0,7,74.62,37,146.56
6529,913.07,72,0,4,0,8,80.1,39,220.1
6530,945.27,70,0,7,0.25,8,64.03,33,208.6
6531,958.17,71,0,7,0,7,72.76,37,161.28
6532,948.19,70,0.29,7,0,6,79.74,38,177.94
6533,917.47,72,9.77,13,0.14,7,60.12,32,197.27
6534,874.06,78,23.58,19,0,6,69.67,36,164.36
6535,828.62,78,30.94,17,0,7,72.89,37,233.31
6536,852.49,77,7.58,12,0.25,8,59.33,33,197.45
6537,882.49,77,0,7,0,7,69.51,37,116.85
6538,912.49,77,0,5,0,7,73.79,38,170.53
6539,922.12,75,0,7,0.12,8,60.42,33,177.6
6540,951.84,75,0,6,0,6,69.76,37,118.56
6541,969.18,76,0,4,0,6,77.61,38,160.76
6542,944.91,75,0,7,0.14,7,61.38,34,184.55
6543,902.21,81,0,6,0,6,72.3,37,120.15
6544,910.76,82,9.44,9,0,6,77.22,37,200.19
6545,896.74,81,7.09,11,0,7,61.19,32,176.4
6546,925.52,81,0,7,0,7,68.03,37,120.93
6547,896.01,78,0,3,0,8,75.47,38,177.12
6548,834.36,75,0.14,7,0.12,8,55.82,33,150.31
6549,817.97,79,0,6,0,6,64.19,37,114.13
6550,847.97,79,0,7,0,7,70.46,39,149.69
6551,824.1,81,0,7,0,7,56.3,33,149.79
6552,853.53,81,0,7,0,7,65.27,37,117.46
6553,883.53,81,0,5,0,7,70.28,40,168.87
6554,887.38,82,0,7,0,7,60,32,166.28
6555,883.6,85,0,6,0,6,69.39,36,124.06
6556,913.45,85,0,4,0,8,75.18,38,195.93
6557,872.72,86,0.14,7,0,7,57.23,31,183.74
6558,902.72,86,0,6,0,7,65.6,35,127.78
6559,932.72,86,0,4,0,7,71.11,37,172.2
6560,884.45,86,0,7,0.14,7,55.57,30,170.11
6561,891.3,88,6,12,0,6,59.51,37,146.08
6562,876.01,87,16.53,17,0,7,68.39,38,206.8
6563,875.19,90,3.55,11,0.14,7,53.62,32,174.42
6564,905.1,90,0,6,0,6,62.81,36,117.9
6565,935.1,90,0,5,0,6,68.36,39,211.49
6566,965.1,90,0,7,0,7,56.59,32,214.69
6567,984.03,91,0,6,0,6,64.73,37,127.33
6568,991.81,90,0,3,0,7,69.47,38,199.72
6569,935.14,85,0,7,0.29,7,57.81,32,177.41
6570,951.71,86,0,6,0,7,67.78,36,137.81
6571,981.67,86,0,3,0,6,71.54,37,226.1
6572,1011.6,86,0.29,7,0,7,57.53,32,232.44
6573,1028.01,87,0,6,0,6,67.39,36,159.67
6574,1019.39,84,0,5,0,6,69.68,38,229.22
6575,1002.84,82,0,7,0,7,56.94,32,218.16
6576,1006.31,84,0,6,0,7,66.69,36,165.66
6577,1013.52,79,0,5,0,7,70.77,39,196.32
6578,946.72,81,0.29,7,0.12,8,58.19,31,177.36
6579,952.87,83,0,6,0,7,63.86,37,127.48
6580,973.56,81,0,6,0,6,72.03,38,186.12
6581,1014.57,74,0,7,0,7,55.91,32,181.27
6582,1044.57,74,0,7,0,6,64.11,37,116.48
6583,1027.26,72,0,3,0,7,72.34,38,183.05
6584,1050.48,71,0,6,0,7,57.5,32,206.64
6585,1018.08,75,0,6,0,7,67.5,36,132.92
6586,1024.6,73,0,4,0,7,73.37,38,251
6587,996.53,76,0.29,7,0.29,7,57.47,32,249.79
6588,1025.71,76,0,6,0,6,66.61,36,174.93
6589,1030.05,75,0,4,0,6,70.08,37,321.12
6590,959.16,73,0,7,0,7,56.38,32,242.7
6591,912.37,79,0,6,0,6,65.78,36,166.84
6592,910.14,79,0,4,0,7,70.03,39,264.03
6593,921.84,73,0.14,7,0.38,8,56.44,32,216.44
6594,936.53,74,0,6,0,6,64.3,37,157.14
6595,899.96,72,0,6,0,6,72.58,38,234.54
6596,989.78,63,0,7,0,7,58.19,31,200.3
6597,1018.73,63,0,7,0,6,65.19,36,158.54
6598,1010.79,61,0,5,0,7,71.5,38,251.44
6599,1088.81,57,0,7,0.14,7,55.53,32,218.78
6600,1118.44,57,0,6,0,6,65.56,36,145.67
6601,1096.16,56,0,4,0,6,72.24,38,217.92
6602,1007.79,57,0.38,8,0.14,7,57.91,32,211.53
6603,934.86,63,0,6,0,7,67.53,36,117.92
6604,890.06,66,0,3,0,7,73.5,38,186.13
6605,891.77,61,0.12,8,0.38,8,59.39,31,167.43
6606,905.26,62,0,7,0,7,67.14,36,111.9
6607,887.54,65,0,4,0,7,73.18,38,123.02
6608,778.49,67,0.43,7,0.25,8,57.31,32,145.56
6609,730.64,74,0,6,0,7,66.22,36,97.22
6610,727.44,73,0,5,0,7,70.49,37,160.37
6611,729.68,72,0.38,8,0.14,7,58.58,33,168.14
6612,759.49,72,0,7,0,6,69.24,37,112.76
6613,789.58,71,0,5,0,8,73.74,38,180.6
6614,770.85,74,0,7,0.38,8,61.03,33,188.39
6615,748.35,79,0,6,0,7,70.27,37,132.28
6616,750.52,82,0,5,0,8,75.77,39,186.9
6617,792.04,77,0,7,0.14,7,61.16,32,163.33
6618,811.55,78,0,7,0,6,68.22,37,125.17
6619,816,77,0,6,0,7,73.85,39,149.07
6620,806.08,78,0.29,7,0,7,57.82,33,145.35
6621,782.61,83,0,6,0,7,65.21,38,113.07
6622,765.6,81,0.2,5,0,6,72.92,39,175.15
6623,795.6,81,0.14,7,0.38,8,58.58,33,169.81
6624,824.06,81,0,6,0,6,68.35,37,121.46
6625,843.65,82,0,5,0,6,72.5,38,176.42
6626,785.72,83,0,7,0.14,7,61.34,32,177.33
6627,767.92,88,0,6,0,6,69.16,37,147.5
6628,803.17,86,0,6,0,6,76.61,38,221.6
6629,839.07,81,0.29,7,0,7,59.72,32,210.98
6630,858.46,82,0,6,0,7,67.03,37,160.37
6631,910.94,78,0,5,0,6,74.47,38,222.22
6632,945.58,77,0.29,7,0.25,8,57.97,32,207.89
6633,975.58,77,2.22,9,0,7,66.35,37,176.92
6634,992.69,78,14.36,14,0,6,72.14,37,252.95
6635,992.77,75,21.94,18,0,7,57.75,32,245.46
6636,1017.69,75,5.93,14,0,6,63.68,38,184.81
6637,979.23,73,4.73,11,0,6,72.1,39,221.36
6638,1008.85,73,0.14,7,0,7,58.94,34,206.7
6639,1038.85,73,0,6,0,6,68.68,38,170.69
6640,1068.85,73,0,5,0,6,76.74,39,239.73
6641,1025.13,75,0.29,7,0.38,8,61.67,33,228.1
6642,988.56,80,0,6,0,6,71.22,37,151.45
6643,1006.21,81,0,5,0,7,77.46,39,206.81
6644,957.85,81,0.25,8,0,7,60.94,33,209.82
6645,952.73,84,0,6,0,7,70,37,161.77
6646,983.24,83,3.2,10,0,6,75.13,39,140.87
6647,905.17,80,0.75,8,0,7,57.97,31,142.53
6648,898.14,83,0,6,0,6,67.03,35,105.8
6649,886.73,80,0,4,0,6,72.49,37,175.11
6650,909.56,75,0,7,0,7,57.68,31,164.05
6651,951.85,74,0,7,0,6,64.14,37,118.52
6652,904.83,71,0,5,0,6,70.05,37,181.32
6653,783.71,68,0.14,7,0,7,55.19,32,142.11
6654,773.03,71,0,6,0,7,62.92,37,94.95
6655,749.2,74,0,4,0,6,69.49,37,146.88
6656,759.05,74,0,7,0,7,57.09,32,147.49
6657,789.05,74,0,6,0,6,67.31,36,100.52
6658,817.89,73,0,5,0,7,71.97,37,180.36
6659,847.89,73,0,7,0,7,56.52,33,179.64
6660,877.12,73,0,7,0,7,68.11,36,104.25
6661,881,71,0,5,0,6,73.92,38,142.03
6662,830.34,76,0.29,7,0.14,7,57.53,32,154.39
6663,797.57,82,0,6,0,7,65.22,37,105.04
6664,830.95,78,0,3,0,7,71.14,37,147.1
6665,837.01,77,0.14,7,0.29,7,56.69,32,153
6666,867.01,77,0,6,0,6,66.72,36,112.42
6667,873.37,76,0,4,0,6,70.97,37,155.51
6668,895.77,75,0.14,7,0,7,57.72,32,156.12
6669,854.68,81,0,6,0,7,67.5,36,117.48
6670,875.87,78,0,4,0,7,73.47,38,164.21
6671,872.74,78,0.38,8,0.14,7,58.74,31,153.48
6672,890.96,79,0,6,0,6,66.14,36,126.82
6673,911.41,79,0,6,0,7,70.14,37,154.18
6674,941.16,79,0.14,7,0,7,55.59,32,179.53
6675,959.04,80,0,6,0,7,63.57,37,127.32
6676,953.52,83,0,4,0,7,70.03,39,233.62
6677,971.98,84,0.29,7,0.14,7,57.91,32,233.89
6678,1001.05,84,2.22,9,0,6,67.47,36,117.88
6679,1004.27,83,13.58,12,0,6,73.97,38,167.88
6680,948.98,82,2.7,10,0.25,8,58.16,32,118.92
6681,921.46,87,14.5,16,0,7,66.86,36,84
6682,896.53,83,20.75,16,0,7,73.13,38,106.78
6683,806.19,79,1.7,10,0.14,7,57.75,32,82.25
6684,800.67,82,0,6,0,6,67.69,36,73.46
6685,790.34,86,0,6,0,7,71.46,39,101.07
6686,770.49,86,0,7,0.38,8,57.59,32,116.59
6687,800.4,86,0,7,0,6,65.05,37,85.41
6688,805.83,84,0,5,0,7,72.92,38,136.93
